1000,1,0.158283 
1000,10,0.347532 
1000,25,0.708472 
1000,50,1.28116 
1000,75,1.92532 
1000,100,2.55859 
2000,1,0.292502 
2000,10,0.35127 
2000,25,0.689422 
2000,50,1.34352 
2000,75,1.95976 
2000,100,2.5849 
3000,1,0.61181 
3000,10,0.415453 
3000,25,0.75175 
3000,50,1.37311 
3000,75,2.02313 
3000,100,2.6285 
4000,1,0.874042 
4000,10,0.472436 
4000,25,0.803017 
4000,50,1.41905 
4000,75,2.05856 
4000,100,2.69893 
5000,1,1.5488 
5000,10,0.574049 
5000,25,0.884284 
5000,50,1.48881 
5000,75,2.12477 
5000,100,2.72431 
6000,1,2.04715 
6000,10,0.659354 
6000,25,0.925619 
6000,50,1.50813 
6000,75,2.13408 
6000,100,2.75688 
7000,1,2.91692 
7000,10,0.779995 
7000,25,0.999492 
7000,50,1.62344 
7000,75,2.19058 
7000,100,2.8532 
8000,1,3.18464 
8000,10,0.805189 
8000,25,1.011 
8000,50,1.61474 
8000,75,2.25861 
8000,100,2.83445 
9000,1,4.73331 
9000,10,1.03859 
9000,25,1.14014 
9000,50,1.71985 
9000,75,2.28333 
9000,100,2.92316 
10000,1,5.44602 
10000,10,1.15116 
10000,25,1.18922 
10000,50,1.74657 
10000,75,2.43041 
10000,100,2.99138 
